ID,HP,MP,AT,MAT,SPD,DF,MDF,A-AV,M-AV,SPECIAL,UK,Element,Element Null,Status Resist,Target Arrow X,Target Arrow Y,Target Arrow Z,UK,UK,UK,UK,UK,UK,UK,Name
60,800,0,51,89,70,80,250,0,0,0,0,1,0,99,0,17,0,12,5,2,0,13,0,0,Jelly
61,600,0,86,71,60,160,120,0,0,0,0,2,0,99,0,12,0,8,4,1,3,7,0,0,Spiky Beetle
62,1500,0,100,90,60,100,100,0,0,0,0,2,0,99,1,12,0,10,5,2,1,5,0,0,Slug
63,450,0,58,96,60,80,200,0,5,0,0,32,0,99,2,12,0,21,0,2,1,8,0,0,Witch
64,45,0,7,7,60,70,200,0,0,0,0,64,0,99,0,18,0,8,2,1,3,13,0,0,Ugly Balloon
65,700,0,96,83,60,160,60,0,0,0,0,16,16,255,2,16,0,8,5,2,3,12,0,0,Maximum Volt
66,200,0,20,21,80,120,160,0,0,144,0,32,0,255,0,26,0,18,5,5,4,15,0,0,Crystal Golem
67,700,0,60,63,50,200,80,0,0,16,0,2,0,99,7,16,0,9,5,2,10,5,0,0,Rocky Turtle
68,40,0,12,11,50,160,50,0,0,0,0,1,0,99,2,5,0,8,5,2,4,4,0,0,Crocodile
69,160,0,26,31,80,100,120,5,0,0,0,2,0,99,1,14,0,8,4,2,0,9,0,0,Frilled Lizard
70,1000,0,40,48,70,80,160,0,0,16,0,4,0,99,255,16,0,9,5,2,0,10,0,0,Magician Bogy
71,4000,0,150,60,80,160,100,0,0,144,0,2,0,99,4,17,0,0,0,4,11,8,0,0,Triceratops
72,1070,0,89,73,80,160,100,0,0,16,0,1,0,99,2,9,0,0,0,2,5,6,0,0,Stern Fish
73,450,0,50,50,80,80,120,10,0,0,0,64,0,99,1,14,0,8,2,1,1,9,0,0,Forest Runner
74,30,0,9,13,80,80,120,20,0,0,0,128,0,99,0,8,0,11,1,1,1,6,0,0,Magma Fish
75,500,0,73,73,60,130,120,0,0,16,0,1,0,99,4,11,0,0,0,2,7,7,0,0,Scud Shark
76,200,0,50,53,60,200,50,0,0,0,0,1,0,99,0,8,0,8,5,1,0,5,0,0,Screw Shell
77,700,0,85,102,60,120,100,0,0,0,0,2,0,99,0,7,0,8,4,1,0,5,0,0,Potbelly
78,900,0,99,81,60,140,140,0,0,0,0,4,0,255,1,21,0,9,10,2,1,16,0,0,Loner Knight
79,500,0,55,36,60,30,50,0,0,0,0,4,0,111,2,14,0,8,2,2,1,11,0,0,Berserker
80,999,0,65,93,70,100,180,10,0,0,0,64,0,99,0,18,0,8,5,2,1,14,0,0,Professor
81,2500,0,60,121,60,100,160,0,5,128,0,32,0,255,255,11,0,8,10,2,1,7,0,0,Psyche Druid
82,350,0,50,36,70,120,100,0,0,0,0,2,0,99,4,13,253,8,5,2,2,10,0,0,Gangster
83,250,0,36,31,80,100,80,5,0,0,0,4,0,99,0,7,255,8,5,2,0,6,0,0,Crafty Thief
84,711,0,90,81,70,100,60,0,0,0,0,4,0,127,0,14,0,11,5,1,0,11,0,0,Undead
85,250,0,40,40,60,100,100,0,0,16,0,4,0,99,2,13,1,8,5,2,1,8,0,0,Skeleton
86,200,0,34,48,80,80,180,20,0,0,0,128,0,99,0,18,0,13,3,1,0,14,0,0,Will-o'-Wisp
87,4,0,1,1,200,100,100,0,0,134,0,8,0,255,1,8,0,11,2,1,1,6,0,0,Cursed Jar
88,160,0,14,14,80,100,100,0,0,16,0,4,0,99,253,16,0,0,0,3,254,12,0,0,Man Eating Bud
89,400,0,75,75,60,150,150,0,0,0,0,2,0,99,0,13,0,11,5,2,1,8,0,0,Cactus
90,120,0,12,17,60,60,120,0,0,0,0,1,0,99,0,13,0,8,6,2,1,9,0,0,Mandrake
91,500,0,50,65,60,80,140,0,0,0,0,1,0,99,2,13,0,8,5,2,1,10,0,0,Mermaid
92,40,0,13,12,50,140,60,0,0,0,0,128,0,99,3,4,0,8,4,2,7,3,0,0,Salamander
93,1600,0,86,121,60,140,160,0,0,0,0,32,0,99,6,20,0,10,2,2,5,14,0,0,Unicorn
94,30,0,8,6,60,120,40,0,0,0,0,4,0,99,0,9,0,8,5,1,1,8,0,0,Orc
95,500,0,50,50,70,70,180,0,0,0,0,4,0,99,0,8,0,9,3,2,1,8,0,0,Dark Elf
96,300,0,56,56,60,140,80,0,0,0,0,16,0,99,0,8,0,8,5,1,0,5,0,0,Baby Dragon
97,750,0,85,80,60,120,160,10,0,0,0,64,0,99,3,27,0,8,4,2,1,21,0,0,Harpy
98,800,0,80,102,70,140,180,5,5,0,0,16,0,99,1,7,0,8,2,1,1,4,0,0,Cute Cat
99,210,0,37,37,60,100,100,0,0,0,0,2,0,99,0,14,0,14,10,2,1,11,0,0,Arrow Shooter
100,50,0,11,11,60,100,100,0,0,0,0,128,0,99,2,9,0,11,5,2,1,6,0,0,Red Hot
101,333,0,81,120,75,100,250,50,0,0,0,4,0,99,254,18,0,10,4,2,255,14,0,0,Specter
102,420,0,27,29,80,100,120,10,0,128,0,4,0,255,3,11,0,8,6,2,2,8,0,0,Sandora Elite
103,200,0,24,24,50,100,100,0,0,0,0,128,0,99,2,12,0,8,5,2,1,9,0,0,Knight of Sandora
104,25,0,7,6,50,80,60,0,0,0,0,2,0,99,2,9,0,11,5,2,1,6,0,0,Slime
105,100,0,17,22,60,80,120,10,0,0,0,128,0,99,1,11,0,10,5,1,2,7,0,0,Fowl Fighter
106,200,0,26,31,80,80,120,0,0,0,0,4,0,99,255,7,0,8,5,0,0,5,0,0,Killer Bird
107,80,0,13,18,80,60,120,10,0,0,0,2,0,227,4,6,0,8,5,0,5,4,0,0,Plague Rat
108,80,0,31,31,70,70,120,20,0,0,0,64,0,227,0,17,0,8,5,1,0,13,0,0,Stinger
109,200,0,31,44,60,140,60,0,0,0,0,2,0,99,0,9,0,8,5,1,1,8,0,0,Piggy
110,350,0,40,50,80,60,100,20,0,0,0,1,0,99,0,8,0,11,1,1,1,6,0,0,Sea Piranha
111,160,0,45,64,80,80,120,20,0,0,0,2,0,227,0,8,0,8,3,1,0,6,0,0,Toad Stool
112,220,0,48,68,70,120,120,10,0,0,0,128,0,99,1,12,0,8,5,1,0,7,0,0,Mega Sea Dragon
113,410,0,68,48,50,100,60,0,0,0,0,2,0,227,255,7,0,11,0,3,2,5,0,0,Deadly Spider
114,200,0,77,54,60,160,100,0,0,0,0,1,0,99,0,18,0,8,4,2,0,9,0,0,Icicle Ball
115,40,0,9,17,70,80,120,20,0,0,0,64,0,99,0,17,0,17,5,0,0,13,0,0,Tricky Bat
116,440,0,65,65,60,120,120,0,0,0,0,4,0,99,2,13,1,8,5,2,1,11,0,0,Mr.Bone
117,400,0,61,50,50,120,80,0,0,0,0,2,0,99,0,10,0,8,2,3,1,7,0,0,Moss Dresser
118,666,0,93,65,50,120,100,10,0,128,0,4,0,127,1,22,0,8,5,3,2,16,0,0,Death Purger
119,350,0,86,61,60,220,100,0,0,0,0,2,0,99,253,7,0,9,4,2,1,4,0,0,Scorpion
120,2100,0,90,86,60,100,180,0,0,16,0,1,0,99,253,16,0,0,0,3,254,12,0,0,Trap Plant
121,800,0,76,73,70,120,160,0,0,0,0,1,0,99,255,14,0,8,3,2,255,10,0,0,Aqua King
122,850,0,76,76,60,100,100,20,0,16,0,64,0,99,3,18,0,0,0,3,4,11,0,0,Sky Chaser
123,1350,0,105,86,50,160,120,5,0,0,0,64,0,99,4,28,0,0,0,3,0,22,0,0,Air Combat
124,5,0,1,1,200,100,100,0,0,137,0,8,0,255,1,8,0,11,2,1,1,6,0,0,Treasure Jar
125,444,0,110,81,70,160,100,0,0,0,0,8,0,255,1,17,0,8,2,2,0,12,0,0,Human Hunter
126,1800,0,118,72,50,120,60,0,0,0,0,2,0,99,250,15,0,8,5,3,251,9,0,0,Mountain Ape
127,3000,0,80,105,60,120,200,0,0,128,0,4,0,255,0,16,0,0,0,1,1,10,0,0,Roulette Face
128,1111,0,74,86,80,120,120,0,0,0,0,128,0,99,0,8,0,8,5,1,0,5,0,0,Swift Dragon
129,150,0,19,19,50,100,100,0,0,0,0,128,0,99,0,11,0,8,5,2,255,9,0,0,Hellena Warden
130,50,0,10,10,50,100,100,0,0,0,0,128,0,99,2,12,0,8,5,2,1,9,0,0,Sandora Soldier
131,64,0,11,11,60,100,100,0,0,0,0,128,0,99,2,12,0,8,5,2,1,9,0,0,Sandora Soldier
132,80,0,9,13,70,80,120,0,0,0,0,1,0,99,2,12,0,8,5,2,1,9,0,0,Sandora Soldier
133,150,0,23,19,60,130,80,0,0,0,0,128,0,99,2,13,1,8,5,2,1,9,0,0,Senior Warden
134,12,0,4,4,50,100,100,0,0,0,0,128,0,99,0,11,0,8,5,2,255,9,0,0,Hellena Warden
135,160,0,13,11,70,120,80,0,0,128,0,4,0,99,0,14,0,8,5,2,0,11,0,0,Commander
136,5,0,1,1,120,100,100,50,0,134,0,1,0,255,0,15,0,8,5,1,0,11,0,0,Blue Bird
137,5,0,1,1,120,100,100,0,50,137,0,128,0,255,0,15,0,8,5,1,0,11,0,0,Red Bird
138,4,0,1,1,120,100,100,50,20,131,0,2,0,255,0,15,0,8,5,1,0,11,0,0,Yellow Bird
139,6,0,1,1,200,100,100,0,0,140,0,8,0,127,1,8,0,11,2,1,1,6,0,0,Lucky Jar
140,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,??? (Terminator ?)
141,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,???
142,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,???
143,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Madman
144,1300,0,97,83,60,100,80,0,0,0,0,2,0,255,2,9,0,11,5,2,1,6,0,0,Madman
145,1300,0,97,83,60,100,80,0,0,0,0,2,0,255,2,9,0,11,5,2,1,6,0,0,Madman
146,50,0,11,11,60,100,100,0,0,0,0,128,0,255,2,9,0,11,5,2,1,6,0,0,Red Hot
147,50,0,11,11,60,100,100,0,0,0,0,128,0,255,2,9,0,11,5,2,1,6,0,0,Red Hot
148,25,0,7,6,50,80,60,0,0,0,0,2,0,255,2,9,0,11,5,2,1,6,0,0,Madman
149,25,0,7,6,50,80,60,0,0,0,0,2,0,255,2,9,0,11,5,2,1,6,0,0,Madman
150,32,0,11,15,60,100,160,20,20,0,0,128,0,255,254,18,0,10,4,2,255,14,0,0,Fire Spirit
151,32,0,11,15,60,100,160,20,20,0,0,128,0,255,254,18,0,10,4,2,255,14,0,0,Fire Spirit
152,333,0,81,120,75,100,250,50,0,0,0,4,0,255,254,18,0,10,4,2,255,14,0,0,Specter
153,333,0,81,120,75,100,250,50,0,0,0,4,0,255,254,18,0,10,4,2,255,14,0,0,Specter
154,200,0,34,48,80,80,180,20,0,0,0,128,0,255,0,18,0,13,3,1,0,14,0,0,Will-o'-Wisp
155,200,0,34,48,80,80,180,20,0,0,0,128,0,255,0,18,0,13,3,1,0,14,0,0,Will-o'-Wisp
156,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,18,0,13,3,1,0,14,0,0,Will-o'-Wisp (No name)
157,30,0,9,13,80,80,120,20,0,0,0,128,0,99,0,8,0,22,1,1,1,6,0,0,Magma Fish
158,30,0,9,13,80,80,120,20,0,0,0,128,0,99,0,8,0,22,1,1,1,6,0,0,Magma Fish
159,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,8,0,22,1,1,1,6,0,0,Magma Fish (No name)
160,40,0,13,12,50,140,60,0,0,0,0,128,0,99,3,4,0,8,4,2,7,3,0,0,Salamander (No name)
161,40,0,13,12,50,140,60,0,0,0,0,128,0,99,3,4,0,8,4,2,7,3,0,0,Salamander (No name)
162,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
163,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
164,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
165,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
166,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
167,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
168,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
169,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
170,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
171,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
172,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
173,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
174,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
175,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
176,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
177,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
178,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
179,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
180,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
181,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
182,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
183,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
184,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
185,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
186,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
187,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
188,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
189,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
190,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
191,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
192,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
193,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
194,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
195,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
196,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
197,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
198,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
199,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
200,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
201,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
202,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
203,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
204,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
205,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
206,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
207,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
208,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
209,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
210,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
211,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
212,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
213,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
214,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
215,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
216,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
217,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
218,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
219,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
220,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
221,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
222,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
223,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
224,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
225,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
226,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
227,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
228,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
229,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
230,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
231,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
232,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
233,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
234,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
235,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
236,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
237,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,N/A
238,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
239,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
240,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
241,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
242,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
243,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
244,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
245,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
