Flag,Slot,Type,Element,Elemental Resistance,Elemental Null,Status Resist,MP Per Physical Hit,SP Per Physical Hit,MP Per Magical Hit,SP Per Magical Hit,HP Multiplier,MP Multiplier,SP Multiplier,Magical Resistance,Physical Resistance,Magical Immunity,Physical Immunity,Revive,HP Regen,MP Regen,SP Regen,Escape Bonus,Icon,SPD,AT,MAT,DF,MDF,A-Hit,M-Hit,A-AV,M-AV,Status Chance,On Hit Status,Price,Name,Description,Registry ID
0,128,bow,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,4,0,18,0,0,0,30,0,0,0,0,0,75,Long Bow,,dragoon_modifier:long_bow
0,128,bow,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,4,0,24,0,0,0,20,0,0,0,20,4,125,Bemusing Arrow,20%% chance of§confusing enemy.,dragoon_modifier:bemusing_arrow
0,128,bow,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,4,0,30,0,0,0,20,0,0,0,20,128,175,Virulent Arrow,20%% chance of§poisoning enemy.,dragoon_modifier:virulent_arrow
8,128,bow,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,4,0,50,0,0,0,20,0,0,0,0,0,200,Detonate Arrow,Hits all enemies.,dragoon_modifier:detonate_arrow
0,128,bow,0,0,0,0,0,0,0,0,0,0,50,False,False,False,False,0,0,0,0,0,4,0,40,0,0,0,20,0,0,0,0,0,250,Arrow of Force,Attacks generate§50%% more SP.,dragoon_modifier:arrow_of_force
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,100,Mace,,dragoon_modifier:mace
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,125,Morning Star,,dragoon_modifier:morning_star
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,150,War Hammer,,dragoon_modifier:war_hammer
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,20,16,200,Heavy Mace,20%% chance of§stunning enemy.,dragoon_modifier:heavy_mace
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,250,Basher,,dragoon_modifier:basher
0,128,hammer,0,0,0,0,0,0,0,0,0,0,100,False,False,False,False,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,200,Pretty Hammer,"Weak, but§generates twice§as much SP.",dragoon_modifier:pretty_hammer
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,50,Iron Knuckle,,dragoon_modifier:iron_knuckle
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,6,0,31,0,0,0,0,0,0,0,20,16,125,Beast Fang,20%% chance of§stunning enemy.,dragoon_modifier:beast_fang
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,6,0,37,0,0,0,0,0,0,0,0,0,150,Diamond Claw,,dragoon_modifier:diamond_claw
0,128,hand,16,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,6,0,49,0,0,0,0,0,0,0,0,0,225,Thunder Fist,Thunder-based§attack.,dragoon_modifier:thunder_fist
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,-1,0,0,0,6,0,55,0,0,0,0,0,0,0,0,0,250,Destroyer Mace,Power increases§inversely to HP. HP§decays each turn.,dragoon_modifier:destroyer_mace
64,128,hand,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,6,0,43,0,0,0,0,0,0,0,10,0,175,Brass Knuckle,10%% chance to§instantly kill§enemy.,dragoon_modifier:brass_knuckle
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,10,Leather Armor,,dragoon_modifier:leather_armor
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,8,8,0,0,0,0,0,0,25,Scale Armor,,dragoon_modifier:scale_armor
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,20,24,0,0,0,0,0,0,75,Chain Mail,,dragoon_modifier:chain_mail
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,27,20,0,0,0,0,0,0,100,Plate Mail,,dragoon_modifier:plate_mail
0,32,heavy,0,0,0,0,0,20,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,34,34,0,0,0,0,0,0,150,Saint Armor,Gain 20 SP when§attacked§physically.,dragoon_modifier:saint_armor
0,32,dart,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,55,55,0,0,0,0,0,0,400,Red DG Armor,Reduces damage§from fire-based§attacks.,dragoon_modifier:red_dg_armor
0,32,"lavitz,albert",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,69,38,0,0,0,0,0,0,400,Jade DG Armor,Reduces damage§from wind-based§attacks.,dragoon_modifier:jade_dg_armor
0,32,kongol,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,13,0,0,0,46,20,0,0,0,0,0,0,75,Lion Fur,,dragoon_modifier:lion_fur
0,32,kongol,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,11,0,0,0,59,14,0,0,0,0,0,0,125,Breast Plate,,dragoon_modifier:breast_plate
0,32,kongol,0,0,0,0,0,20,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,75,26,0,0,0,0,0,0,200,Giganto Armor,Gain 20 SP when§attacked§physically.,dragoon_modifier:giganto_armor
0,32,kongol,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,88,23,0,0,0,0,0,0,400,Gold DG Armor,Reduces damage§from earth-based§attacks.,dragoon_modifier:gold_dg_armor
0,32,haschel,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,14,0,0,0,13,8,0,0,15,0,0,0,30,Disciple Vest,,dragoon_modifier:disciple_vest
0,32,haschel,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,14,0,0,0,25,23,0,0,25,0,0,0,75,Warrior Dress,,dragoon_modifier:warrior_dress
0,32,haschel,0,0,0,0,0,20,0,0,0,0,0,False,False,False,False,0,0,0,0,0,14,0,0,0,30,29,0,0,10,0,0,0,125,Master's Vest,Gain 20 SP when§attacked§physically.,dragoon_modifier:masters_vest
0,32,haschel,0,0,0,0,0,0,0,0,0,0,50,False,False,False,False,0,0,0,0,0,14,0,0,0,37,26,0,0,10,0,0,0,150,Energy Girdle,Attacks generate§50%% more SP.,dragoon_modifier:energy_girdle
0,32,haschel,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,14,0,0,0,45,40,0,0,10,10,0,0,400,Violet DG Armor,Reduces damage§from thunder-based§attacks.,dragoon_modifier:violet_dg_armor
0,32,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,9,0,0,0,4,5,0,0,5,5,0,0,10,Clothes,,dragoon_modifier:clothes
0,32,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,9,0,0,0,7,12,0,0,5,5,0,0,25,Leather Jacket,,dragoon_modifier:leather_jacket
0,32,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,9,0,0,0,16,31,0,0,15,5,0,0,75,Silver Vest,,dragoon_modifier:silver_vest
0,32,"medium,female",0,0,0,0,0,20,0,0,0,0,0,False,False,False,False,0,0,0,0,0,9,0,0,0,19,45,0,0,5,5,0,0,100,Sparkle Dress,Gain 20 SP when§attacked§physically.,dragoon_modifier:sparkle_dress
0,32,"medium,female",0,0,0,0,0,0,0,20,0,0,0,False,False,False,False,0,0,0,0,0,9,0,0,0,32,41,0,0,5,5,0,0,150,Robe,Gain 20 SP when§magically attacked.,dragoon_modifier:robe
0,32,"shana,miranda",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,36,72,0,0,5,5,0,0,400,Silver DG Armor,Reduces damage§from light-based§attacks.,dragoon_modifier:silver_dg_armor
0,32,rose,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,55,52,0,0,5,5,0,0,400,Dark DG Armor,Reduces damage§from dark-based§attacks.,dragoon_modifier:dark_dg_armor
0,32,meru,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,44,63,0,0,5,5,0,0,400,Blue DG Armor,Reduces damage§from water-based§attacks.,dragoon_modifier:blue_dg_armor
0,32,armor_of_yore,0,0,0,176,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,10,0,0,0,42,42,0,0,0,0,0,0,250,Armor of Yore,"Grants immunity§to poison, stun,§and arm blocking.",dragoon_modifier:armor_of_yore
0,32,haschel,0,0,0,176,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,14,0,0,0,40,46,0,0,10,0,0,0,250,Satori Vest,"Grants immunity§to poison, stun,§and arm blocking.",dragoon_modifier:satori_vest
0,32,"medium,female",0,0,0,176,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,9,0,0,0,32,55,0,0,5,5,0,0,250,Rainbow Dress,"Grants immunity§to poison, stun,§and arm blocking.",dragoon_modifier:rainbow_dress
0,32,female,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,40,0,0,0,0,9,0,0,0,10,20,0,0,5,5,40,0,250,Angel Robe,30%% chance of§reviving from§death.,dragoon_modifier:angel_robe
0,32,neutral,0,0,0,0,0,20,0,20,0,0,0,False,True,False,False,0,3,0,20,0,10,0,0,0,20,20,0,0,0,0,0,0,10000,Armor of Legend,Legendary equipment§from Dragon Campaign.§Many effects.,dragoon_modifier:armor_of_legend
0,64,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,5,Bandana,,dragoon_modifier:bandana
0,64,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,18,0,0,8,0,0,10,0,0,0,0,0,20,Sallet,Increases hit§chance of physical§attacks by 10%%.,dragoon_modifier:sallet
0,64,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,18,0,0,23,0,5,0,0,0,0,0,0,50,Armet,,dragoon_modifier:armet
0,64,heavy,0,0,0,0,0,0,0,20,0,0,0,False,False,False,False,0,0,0,0,0,18,0,0,37,5,0,0,0,0,0,0,0,75,Knight Helm,Gain 20 SP when§magically attacked.,dragoon_modifier:knight_helm
0,64,kongol,0,0,0,0,0,0,0,20,0,0,0,False,False,False,False,0,0,0,0,0,18,0,0,14,10,5,0,0,0,0,0,0,100,Giganto Helm,Gain 20 SP when§magically attacked.,dragoon_modifier:giganto_helm
0,64,haschel,0,0,0,0,0,0,0,20,0,0,0,False,False,False,False,0,0,0,0,0,16,0,0,25,5,5,0,0,0,0,0,0,100,Soul Headband,Gain 20 SP when§magically attacked.,dragoon_modifier:soul_headband
0,64,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,5,Felt Hat,,dragoon_modifier:felt_hat
0,64,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,30,Cape,,dragoon_modifier:cape
0,64,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,15,0,0,29,5,0,0,10,0,0,0,0,75,Tiara,Increases hit§chance of magical§attacks by 10%%.,dragoon_modifier:tiara
0,64,light,0,0,0,0,0,0,0,20,0,0,0,False,False,False,False,0,0,0,0,0,15,0,0,42,0,5,0,0,0,0,0,0,100,Jeweled Crown,Gain 20 SP when§magically attacked.,dragoon_modifier:jeweled_crown
128,64,rose,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,16,0,0,44,12,12,0,0,0,0,0,0,125,Rose's Hair Band,Grants immunity§to instant death.,dragoon_modifier:roses_hair_band
0,64,neutral,0,0,0,78,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,18,0,0,30,0,10,0,0,0,0,0,0,300,Phoenix Plume,"Avoids bewitchment,§confusion, fear,§and dispiriting.",dragoon_modifier:phoenix_plume
0,64,neutral,0,0,0,0,4,0,4,0,20,40,0,True,False,False,False,0,0,0,0,0,18,0,0,50,0,0,0,0,0,0,0,0,10000,Legend Casque,Legendary equipment§from Dragon Campaign.§Many effects.,dragoon_modifier:legend_casque
0,64,neutral,0,0,0,0,0,0,0,0,30,0,0,False,False,False,False,0,0,0,0,0,18,0,0,50,10,0,0,0,0,0,0,0,4000,Dragon Helm,Raises maximum§HP 30%%.,dragoon_modifier:dragon_helm
0,64,neutral,0,0,0,0,0,0,0,0,0,50,0,False,False,False,False,0,0,0,0,0,17,0,0,50,0,10,0,0,0,0,0,0,8000,Magical Hat,Raises maximum§MP 50%%.,dragoon_modifier:magical_hat
0,16,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,Leather Boots,,dragoon_modifier:leather_boots
0,16,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,50,Iron Kneepiece,,dragoon_modifier:iron_kneepiece
0,16,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,19,0,0,0,5,0,0,0,5,0,0,0,75,Combat Shoes,Increases escape§chance from physical§attacks by 5%%.,dragoon_modifier:combat_shoes
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,Leather Shoes,,dragoon_modifier:leather_shoes
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,50,Soft Boots,,dragoon_modifier:soft_boots
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,21,0,0,0,6,6,0,0,0,5,0,0,75,Stardust Boots,Increases escape§chance from magical§attacks by 5%%.,dragoon_modifier:stardust_boots
0,16,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,20,10,0,0,12,12,0,0,5,5,0,0,150,Magical Greaves,Increases escape§chance from phys./§mag. attacks by 5%%.,dragoon_modifier:magical_greaves
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,2500,Dancer's Boots,Raises speed§by 20.,dragoon_modifier:dancers_shoes
0,16,male,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,2500,Bandit's Shoes,Raises speed§by 20.,dragoon_modifier:bandits_shoes
0,8,neutral,0,0,0,128,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Poison Guard,Grants immunity§to poison.,dragoon_modifier:poison_guard
0,8,neutral,0,0,0,64,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Active Ring,Grants immunity§to dispiriting.,dragoon_modifier:active_ring
0,8,neutral,0,0,0,32,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Protector,Grants immunity§to arm blocking.,dragoon_modifier:protector
0,8,neutral,0,0,0,4,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,150,Panic Guard,Grants immunity§to confusion.,dragoon_modifier:panic_guard
0,8,neutral,0,0,0,16,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Stun Guard,Grants immunity§to being stunned.,dragoon_modifier:stun_guard
0,8,neutral,0,0,0,8,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,150,Bravery Amulet,Grants immunity§to fear.,dragoon_modifier:bravery_amulet
0,8,neutral,0,0,0,2,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,150,Magic Ego Bell,Grants immunity§to bewitchment.,dragoon_modifier:magic_ego_bell
0,8,neutral,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,200,Destone Amulet,Grants immunity§to petrification.,dragoon_modifier:destone_amulet
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,10,0,0,0,0,0,0,0,0,0,100,Power Wrist,Raises physical§attack by 10.,dragoon_modifier:power_wrist
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,100,Knight Shield,Raises physical§defense by 10.,dragoon_modifier:knight_shield
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,30,0,0,0,0,0,0,0,0,300,Magical Ring,Raises magical§attack by 30.,dragoon_modifier:magical_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,30,0,0,0,0,0,0,300,Spiritual Ring,Raises magical§defense by 30.,dragoon_modifier:spiritual_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,20,20,0,0,0,0,0,0,0,0,500,Attack Badge,Raises physical§& magical§attack by 20.,dragoon_modifier:attack_badge
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,20,20,0,0,0,0,0,0,500,Guard Badge,Raises physical§& magical§defense by 20.,dragoon_modifier:guard_badge
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,23,0,20,0,20,0,0,0,0,0,0,0,500,Giganto Ring,Raises physical§attack & defense§by 20.,dragoon_modifier:giganto_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,150,Elude Cloak,Increases escape§chance from phys.§attacks by 20%%.,dragoon_modifier:elude_cloak
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,0,0,150,Spirit Cloak,Increases escape§chance from magical§attacks by 20%%.,dragoon_modifier:spirit_cloak
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,30,0,0,0,0,0,0,0,20,20,0,0,300,Sage's Cloak,Increases escape§chance from phys./§mag. attacks by 20%%,dragoon_modifier:sages_cloak
0,8,neutral,0,0,0,0,0,0,0,0,30,0,0,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,500,Physical Ring,Raises maximum§HP 30%%.,dragoon_modifier:physical_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,100,0,False,False,False,False,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,500,Amulet,Doubles§maximum MP.,dragoon_modifier:amulet
0,8,neutral,0,0,0,0,0,0,0,0,0,0,75,False,False,False,False,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,500,Wargod's Sash,Attacks generate§75%% more SP.,dragoon_modifier:wargods_sash
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,30,0,23,0,0,0,0,0,0,0,0,0,0,0,250,Spirit Ring,Recovers 30 SP§each turn.,dragoon_modifier:spirit_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,250,Therapy Ring,Recovers 10%% HP§each turn.,dragoon_modifier:therapy_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,250,Mage Ring,Recovers 10%% MP§each turn.,dragoon_modifier:mage_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,24,0,0,0,0,0,20,20,0,0,0,0,250,Wargod's Amulet,Increases hit rate§for mag./phys.§attacks by 20%%.,dragoon_modifier:wargods_amulet
128,8,neutral,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,250,Talisman,Grants immunity§to instant death.,dragoon_modifier:talisman
