Flag,Slot,Type,Element,Elemental Resistance,Elemental Null,Status Resist,MP Per Physical Hit,SP Per Physical Hit,MP Per Magical Hit,SP Per Magical Hit,HP Multiplier,MP Multiplier,SP Multiplier,Magical Resistance,Physical Resistance,Magical Immunity,Physical Immunity,Revive,HP Regen,MP Regen,SP Regen,Escape Bonus,Icon,SPD,AT,MAT,DF,MDF,A-Hit,M-Hit,A-AV,M-AV,Status Chance,On Hit Status,Price,Name,Description,Registry ID
0,128,bow,32,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,0,0,30,Sparkle Arrow,Light-based attack.,dragoon_modifier:sparkle_arrow
0,128,bow,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,10,0,0,0,0,0,5,5,0,0,75,Long Bow, ,dragoon_modifier:long_bow
0,128,bow,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,13,0,0,0,0,0,5,5,20,4,125,Bemusing Arrow,Confuses enemy §with a given §probability.,dragoon_modifier:bemusing_arrow
0,128,bow,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,16,0,0,0,0,0,5,5,20,128,175,Virulent Arrow,Poisons enemy§with a given §probability.,dragoon_modifier:virulent_arrow
8,128,bow,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,18,0,0,0,0,0,5,5,0,0,200,Detonate Arrow,Can attack all.,dragoon_modifier:detonate_arrow
0,128,bow,0,0,0,0,0,0,0,0,0,0,50,false,false,false,false,0,0,0,0,0,0,0,24,0,0,0,0,0,5,5,0,0,250,Arrow of Force,Gives 50% more SP.,dragoon_modifier:arrow_of_force
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,100,Mace, ,dragoon_modifier:mace
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0,125,Morning Star, ,dragoon_modifier:morning_star
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,150,War Hammer, ,dragoon_modifier:war_hammer
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,28,0,0,0,0,0,0,5,20,16,200,Heavy Mace,"Stuns enemy, with §a given §probability.",dragoon_modifier:heavy_mace
0,128,hammer,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,37,0,0,0,0,0,0,5,0,0,250,Basher, ,dragoon_modifier:basher
64,128,hammer,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,29,0,0,0,0,0,0,5,10,0,200,Pretty Hammer,Gives twice as §much SP but not §powerful.,dragoon_modifier:pretty_hammer
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,50,Iron Knuckle, ,dragoon_modifier:iron_knuckle
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,37,0,0,0,0,0,5,0,20,16,125,Beast Fang,"Stuns enemy, with§a given §probability.",dragoon_modifier:beast_fang
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,45,0,0,0,0,0,5,0,0,0,150,Diamond Claw, ,dragoon_modifier:diamond_claw
0,128,hand,16,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,58,0,0,0,0,0,5,0,0,0,225,Thunder Fist,Thunder-based §attack.,dragoon_modifier:thunder_fist
0,128,hand,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,73,0,0,0,0,0,5,0,0,0,250,Destroyer Mace,Becomes powerful §inversely to HP.,dragoon_modifier:destroyer_mace
64,128,hand,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,50,0,0,0,0,0,5,0,10,0,175,Brass Knuckle,Instantly kills §enemy with given§probability.,dragoon_modifier:brass_knuckle
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,2,2,0,0,0,0,0,0,10,Leather Armor, ,dragoon_modifier:leather_armor
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,8,8,0,0,0,0,0,0,25,Scale Armor, ,dragoon_modifier:scale_armor
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,20,20,0,0,0,0,0,0,75,Chain Mail, ,dragoon_modifier:chain_mail
0,32,heavy,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,27,26,0,0,0,0,0,0,100,Plate Mail, ,dragoon_modifier:plate_mail
0,32,heavy,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,34,35,0,0,0,0,0,0,150,Saint Armor,When physically §attacked SP is §accumulated.,dragoon_modifier:saint_armor
0,32,dart,0,0,128,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,39,38,0,0,0,0,0,0,200,Red DG Armor,Nullifies damage§due to fire-based§attacks.,dragoon_modifier:red_dg_armor
0,32,"lavitz,albert",0,0,64,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,52,25,0,0,0,0,0,0,200,Jade DG Armor,Nullifies damage§due to wind-based§attacks.,dragoon_modifier:jade_dg_armor
0,32,kongol,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,46,12,0,0,0,0,0,0,75,Lion Fur, ,dragoon_modifier:lion_fur
0,32,kongol,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,59,14,0,0,0,0,0,0,125,Breast Plate, ,dragoon_modifier:breast_plate
0,32,kongol,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,79,18,0,0,0,0,0,0,200,Giganto Armor,When physically §attacked SP is §accumulated.,dragoon_modifier:giganto_armor
0,32,kongol,0,0,2,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,95,26,0,0,0,0,0,0,250,Gold DG Armor,Nullifies damage§due to earth-§based attacks.,dragoon_modifier:gold_dg_armor
0,32,haschel,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,18,8,0,0,0,0,0,0,30,Disciple Vest, ,dragoon_modifier:disciple_vest
0,32,haschel,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,32,16,0,0,0,0,0,0,75,Warrior Dress, ,dragoon_modifier:warrior_dress
0,32,haschel,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,39,19,0,0,0,0,0,0,125,Master's Vest,When physically §attacked SP is §accumulated.,dragoon_modifier:masters_vest
0,32,haschel,0,0,0,0,0,0,0,0,0,0,20,false,false,false,false,0,0,0,0,0,10,0,0,0,49,24,0,0,0,0,0,0,150,Energy Girdle,Gives 50% more SP,dragoon_modifier:energy_girdle
0,32,haschel,0,0,16,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,66,33,0,0,0,0,0,0,250,Violet DG Armor,Nullifies damage§due to thunder-§based attacks.,dragoon_modifier:violet_dg_armor
0,32,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,3,5,0,0,0,0,0,0,10,Clothes, ,dragoon_modifier:clothes
0,32,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,5,12,0,0,0,0,0,0,25,Leather Jacket, ,dragoon_modifier:leather_jacket
0,32,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,13,13,0,0,0,0,0,0,75,Silver Vest, ,dragoon_modifier:silver_vest
0,32,"medium,female",0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,17,17,0,0,0,0,0,0,100,Sparkle Dress,"When attacked §physically, SP is §accumulated.",dragoon_modifier:sparkle_dress
0,32,"medium,female",0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,23,23,0,0,0,0,0,0,150,Robe,"When attacked §magically, SP is §accumulated.",dragoon_modifier:robe
0,32,"shana,miranda",0,0,32,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,26,78,0,0,0,0,0,0,200,Silver DG Armor,Nullifies damage§due to light-§based attacks.,dragoon_modifier:silver_dg_armor
0,32,rose,0,0,4,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,26,38,0,0,0,0,0,0,200,Dark DG Armor,Nullifies damage§due to darkness-§based attacks.,dragoon_modifier:dark_dg_armor
0,32,meru,0,0,1,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,26,52,0,0,0,0,0,0,200,Blue DG Armor,Nullifies damage§due to water-§based attack.,dragoon_modifier:blue_dg_armor
0,32,armor_of_yore,0,0,0,176,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,35,35,0,0,0,0,0,0,150,Armor of Yore,Avoids §poison/stun/arm§blocking.,dragoon_modifier:armor_of_yore
0,32,haschel,0,0,0,176,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,52,26,0,0,0,0,0,0,200,Satori Vest,Avoids §poison/stun/arm§blocking.,dragoon_modifier:satori_vest
0,32,"medium,female",0,0,0,176,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,27,27,0,0,0,0,0,0,150,Rainbow Dress,Avoids §poison/stun/arm§blocking.,dragoon_modifier:rainbow_dress
0,32,light,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,50,0,0,0,0,10,0,0,0,26,26,0,0,0,0,50,0,200,Angel Robe,Revives from §death with a §given probability.,dragoon_modifier:angel_robe
0,32,neutral,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,0,0,0,0,0,10,0,0,0,127,127,0,0,0,0,0,0,5000,Armor of Legend,Greatly reduces §damage from §physical attacks.,dragoon_modifier:armor_of_legend
0,64,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,5,Bandana, ,dragoon_modifier:bandana
0,64,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,8,0,0,10,0,0,0,0,0,20,Sallet,Increases hit §rate of physical§attacks by 10%.,dragoon_modifier:sallet
0,64,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0,50,Armet, ,dragoon_modifier:armet
0,64,heavy,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,37,0,0,0,0,0,0,0,0,75,Knight Helm,"When magically §attacked, SP is §accumulated.",dragoon_modifier:knight_helm
0,64,kongol,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,100,Giganto Helm,"When magically §attacked, SP is §accumulated.",dragoon_modifier:giganto_helm
0,64,haschel,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,21,0,0,0,0,0,0,0,0,100,Soul Headband,"When magically §attacked, SP is §accumulated.",dragoon_modifier:soul_headband
0,64,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,5,0,0,0,0,0,0,0,0,5,Felt Hat, ,dragoon_modifier:felt_hat
0,64,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,30,Cape, ,dragoon_modifier:cape
0,64,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,29,0,0,0,10,0,0,0,0,75,Tiara,Increases hit§rate of magical§attacks by 10%.,dragoon_modifier:tiara
0,64,light,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,42,0,0,0,0,0,0,0,0,100,Jeweled Crown,"When magically §attacked, SP is §accumulated.",dragoon_modifier:jeweled_crown
128,64,rose,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,36,0,0,0,0,0,0,0,0,125,Rose's Hair Band,Avoids instant §death.,dragoon_modifier:roses_hair_band
0,64,neutral,0,0,0,78,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0,150,Phoenix Plume,"Avoids bewitching,§confusion, fear §and dispiriting.",dragoon_modifier:phoenix_plume
0,64,neutral,0,0,0,0,0,0,0,0,0,0,0,true,false,false,false,0,0,0,0,0,18,0,0,0,0,127,0,0,0,0,0,0,5000,Legend Casque,Reduces damage§due to magical§attacks.,dragoon_modifier:legend_casque
0,64,neutral,0,0,0,0,0,0,0,0,50,0,0,false,false,false,false,0,0,0,0,0,18,0,0,36,0,0,0,0,0,0,0,0,125,Dragon Helm,Raises maximum§HP 50%.,dragoon_modifier:dragon_helm
0,64,neutral,0,0,0,0,0,0,0,0,0,50,0,false,false,false,false,0,0,0,0,0,18,0,0,38,0,0,0,0,0,0,0,0,150,Magical Hat,Raises maximum§MP 50%.,dragoon_modifier:magical_hat
0,16,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,Leather Boots, ,dragoon_modifier:leather_boots
0,16,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,50,Iron Kneepiece, ,dragoon_modifier:iron_kneepiece
0,16,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,5,0,0,75,Combat Shoes,Increases escape§rate from physical§attacks by 5 pts.,dragoon_modifier:combat_shoes
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,Leather Shoes, ,dragoon_modifier:leather_shoes
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,50,Soft Boots, ,dragoon_modifier:soft_boots
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,5,0,0,75,Stardust Boots,Increases escape§rate from magical§attacks by 5 pts.,dragoon_modifier:stardust_boots
0,16,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,150,Magical Greaves,Increases escape§rate of magi/physi§attacks by 5 pts.,dragoon_modifier:magical_greaves
0,16,"medium,female",0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,200,Dancer's Boots,Gives 20 pts. §more agility.,dragoon_modifier:dancers_shoes
0,16,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,50,21,0,0,0,0,0,0,0,0,0,0,0,150,Bandit's Shoes,Gives 20 pts.§more agility.,dragoon_modifier:bandits_shoes
0,8,neutral,0,0,0,128,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Poison Guard,Avoids the§abnormal status§poison.,dragoon_modifier:poison_guard
0,8,neutral,0,0,0,64,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Active Ring,Avoids the§abnormal status§dispiriting.,dragoon_modifier:active_ring
0,8,neutral,0,0,0,32,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Protector,Avoids the§abnormal status§arm blocking.,dragoon_modifier:protector
0,8,neutral,0,0,0,4,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,150,Panic Guard,Avoids the§abnormal status§confusion.,dragoon_modifier:panic_guard
0,8,neutral,0,0,0,16,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,100,Stun Guard,Avoids abnormal §status from§being stunned.,dragoon_modifier:stun_guard
0,8,neutral,0,0,0,8,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,150,Bravery Amulet,Avoids the§abnormal status§fear.,dragoon_modifier:bravery_amulet
0,8,neutral,0,0,0,2,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,150,Magic Ego Bell,Avoids the §abnormal status§bewitchment.,dragoon_modifier:magic_ego_bell
0,8,neutral,0,0,0,1,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,200,Destone Amulet,Avoids the§abnormal status§petrification.,dragoon_modifier:destone_amulet
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,0,0,100,Power Wrist,Raises physical §attack ability§slightly.,dragoon_modifier:power_wrist
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,100,Knight Shield,Raises physical§defense power§slightly.,dragoon_modifier:knight_shield
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,10,0,0,0,0,0,0,0,0,200,Magical Ring,Raises magical§attacking power.,dragoon_modifier:magical_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,10,0,0,0,0,0,0,200,Spiritual Ring,Raises magical§defense power.,dragoon_modifier:spiritual_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,10,10,0,0,0,0,0,0,0,0,300,Attack Badge,Raises physical§& magical §attacking power.,dragoon_modifier:attack_badge
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,10,10,0,0,0,0,0,0,300,Guard Badge,Raises physical§& magical§defense power.,dragoon_modifier:guard_badge
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,10,0,10,0,0,0,0,0,0,0,300,Giganto Ring,Raises physical §attack & defense §power.,dragoon_modifier:giganto_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,20,0,0,0,300,Elude Cloak,Increases escape§rate from physical§attack by 20 pts.,dragoon_modifier:elude_cloak
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,20,0,0,300,Spirit Cloak,Increases escape§rate from magical§attack by 20 pts.,dragoon_modifier:spirit_cloak
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,20,20,0,0,300,Sage's Cloak,Increases A-AV§and M-AV by§by 20 pts.,dragoon_modifier:sages_cloak
0,8,neutral,0,0,0,0,0,0,0,0,50,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Physical Ring,Raises maximum§HP 50%.,dragoon_modifier:physical_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,100,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Amulet,Doubles §maximum MP.,dragoon_modifier:amulet
0,8,neutral,0,0,0,0,0,0,0,0,0,0,50,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Wargod's Sash,Raises SP 50%.,dragoon_modifier:wargods_sash
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Spirit Ring,Recovers SP §each turn.,dragoon_modifier:spirit_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Therapy Ring,Recovers HP  §each turn.,dragoon_modifier:therapy_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Mage Ring,Recovers MP §each turn.,dragoon_modifier:mage_ring
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,20,20,0,0,0,0,1,Wargod's Amulet,Increases hit §rate for attacking§all by 20%.,dragoon_modifier:wargods_amulet
